id_llamada,fecha,distrito,duracion_minutes,recursos_desplegados,distancia_km,tipo
2337,2025-01-20 06:51:23,Norte,50,6,17,Accidente
2338,2025-03-08 19:46:38,Norte,59,9,18,Fuego
2339,2025-04-02 20:23:29,Sur,79,7,7,Fuego
2340,2025-03-22 03:14:39,Norte,49,5,18,Accidente
2341,2025-05-31 02:59:34,Oeste,158,2,19,Accidente
2342,2024-07-24 11:55:57,Centro,81,4,7,Accidente
2343,2025-06-05 14:07:48,Sur,28,2,8,Accidente
2344,2024-07-13 22:32:05,Oeste,39,3,13,Fuego
2345,2024-09-08 07:13:58,Este,28,3,18,Accidente
2346,2025-01-25 16:15:46,Centro,32,4,11,Fuego
2347,2024-08-31 05:55:56,Norte,20,6,9,Neutral
2348,2024-11-25 11:22:15,Centro,63,3,1,Fuego
2349,2025-01-20 22:17:27,Este,148,1,8,Neutral
2350,2025-04-11 08:26:10,Sur,19,1,12,Fuego
2351,2024-11-27 19:51:14,Sur,15,9,2,Fuego
2352,2024-09-08 08:17:59,Sur,83,9,15,Fuego
2353,2024-10-12 03:42:01,Norte,119,5,18,Accidente
2354,2025-05-18 03:47:20,Oeste,72,9,17,Fuego
2355,2024-10-29 14:38:28,Oeste,47,7,15,Accidente
2356,2025-03-08 14:20:30,Centro,73,9,9,Fuego
2357,2025-04-13 00:21:09,Norte,145,7,3,Fuego
2358,2024-12-17 04:28:56,Sur,142,9,19,Neutral
2359,2024-08-01 02:42:51,Sur,79,2,18,Fuego
2360,2024-10-22 19:59:55,Este,107,8,8,Accidente
2361,2025-06-06 10:11:07,Este,45,7,1,Neutral
2362,2025-02-07 00:17:44,Sur,63,6,15,Neutral
2363,2024-12-15 10:38:15,Sur,43,5,19,Fuego
2364,2024-09-22 09:35:06,Norte,7,4,10,Fuego
2365,2025-03-26 09:43:05,Oeste,11,7,12,Neutral
2366,2025-05-11 19:48:09,Este,53,3,6,Accidente
2367,2025-04-22 20:02:38,Oeste,30,8,13,Fuego
2368,2025-03-01 12:40:00,Norte,165,2,4,Neutral
2369,2025-03-25 00:15:14,Sur,105,1,13,Accidente
2370,2024-12-17 10:54:22,Oeste,83,2,17,Fuego
2371,2024-11-08 18:00:18,Sur,6,9,1,Neutral
2372,2024-08-02 14:26:36,Sur,131,5,5,Neutral
2373,2025-05-29 07:49:13,Centro,164,8,17,Fuego
2374,2024-11-19 01:04:37,Oeste,136,3,18,Accidente
2375,2024-08-26 21:50:20,Oeste,24,7,7,Accidente
2376,2024-07-31 10:07:00,Sur,121,2,16,Neutral
2377,2024-08-15 21:31:56,Norte,168,8,8,Accidente
2378,2024-07-10 03:35:55,Centro,36,7,12,Neutral
2379,2024-12-16 12:19:04,Sur,32,5,14,Fuego
2380,2024-11-14 04:11:42,Este,81,4,19,Accidente
2381,2025-02-28 16:22:51,Este,5,1,11,Fuego
2382,2024-10-27 11:35:10,Centro,60,5,12,Neutral
2383,2025-02-02 06:49:30,Norte,39,9,13,Fuego
2384,2025-05-17 20:00:04,Sur,116,4,8,Accidente
2385,2025-06-08 05:46:30,Oeste,34,9,1,Fuego
2386,2025-01-29 07:58:18,Centro,58,2,9,Accidente
2387,2024-09-14 22:52:08,Norte,40,4,2,Accidente
2388,2025-06-13 14:06:31,Oeste,84,9,14,Accidente
2389,2024-08-17 15:51:56,Este,62,4,13,Accidente
2390,2025-05-16 17:47:21,Este,87,5,16,Accidente
2391,2024-09-23 23:01:15,Oeste,69,8,2,Neutral
2392,2024-12-22 22:19:48,Centro,73,1,4,Fuego
2393,2024-11-24 15:21:08,Este,132,1,12,Neutral
2394,2024-11-28 00:16:12,Sur,55,9,16,Fuego
2395,2024-07-06 06:21:48,Oeste,26,9,10,Fuego
2396,2025-05-19 17:45:07,Oeste,111,4,3,Fuego
2397,2025-03-23 15:53:30,Este,113,2,4,Neutral
2398,2025-03-25 18:22:38,Centro,120,9,6,Accidente
2399,2025-05-01 20:54:35,Sur,105,4,5,Accidente
2400,2025-02-18 00:11:13,Centro,104,6,18,Neutral
2401,2025-01-14 13:11:22,Norte,168,1,3,Accidente
2402,2024-07-05 11:59:46,Norte,72,9,10,Fuego
2403,2025-03-28 13:53:00,Este,40,5,11,Accidente
2404,2025-02-13 10:56:10,Este,173,3,19,Accidente
2405,2024-12-15 10:34:32,Este,150,4,14,Accidente
2406,2025-04-10 00:50:12,Norte,26,1,11,Fuego
2407,2024-12-20 12:37:16,Centro,70,9,4,Accidente
2408,2024-09-27 12:56:37,Centro,25,8,6,Accidente
2409,2024-12-02 14:51:19,Este,104,4,17,Accidente
2410,2024-08-16 07:31:57,Sur,132,2,19,Neutral
2411,2025-03-04 10:08:57,Centro,48,9,13,Neutral
2412,2025-01-09 14:28:09,Norte,107,4,10,Accidente
2413,2025-03-07 07:56:09,Oeste,51,9,11,Neutral
2414,2025-02-19 19:09:26,Oeste,43,3,6,Neutral
2415,2025-05-04 20:11:52,Oeste,33,7,2,Fuego
2416,2024-11-03 23:35:49,Sur,58,7,1,Neutral
2417,2025-02-28 11:52:30,Este,94,4,11,Neutral
2418,2024-11-19 20:52:46,Norte,89,2,16,Accidente
2419,2024-09-18 02:30:36,Sur,21,9,3,Fuego
2420,2025-05-03 20:11:08,Norte,84,4,5,Fuego
2421,2024-10-22 19:29:52,Norte,163,8,15,Fuego
2422,2024-09-15 09:26:57,Este,77,2,15,Neutral
2423,2024-06-20 18:22:31,Oeste,53,8,4,Accidente
2424,2024-09-18 07:32:27,Este,105,5,4,Fuego
2425,2024-08-19 10:07:15,Sur,6,7,8,Fuego
2426,2024-12-09 13:30:59,Sur,146,7,7,Neutral
2427,2025-01-30 23:53:56,Sur,63,9,17,Fuego
2428,2024-08-13 07:01:49,Este,101,3,15,Accidente
2429,2025-04-23 17:45:36,Norte,103,4,5,Fuego
2430,2024-09-21 11:27:32,Norte,107,4,13,Accidente
2431,2025-03-05 17:33:19,Centro,6,5,4,Accidente
2432,2024-07-24 05:46:33,Sur,45,6,17,Accidente
2433,2024-11-14 11:35:35,Norte,127,3,17,Neutral
2434,2025-02-16 01:30:33,Centro,86,4,14,Neutral
2435,2025-05-02 12:24:34,Norte,148,3,14,Accidente
2436,2025-04-25 18:52:53,Sur,136,2,17,Accidente
2437,2024-09-03 02:28:26,Oeste,144,9,8,Fuego
2438,2025-03-24 12:18:16,Sur,33,1,2,Fuego
2439,2024-06-30 00:08:12,Este,139,2,13,Fuego
2440,2025-01-25 14:14:16,Norte,18,8,16,Neutral
2441,2024-10-16 06:55:28,Norte,16,7,16,Fuego
2442,2025-05-08 08:34:38,Este,103,1,6,Accidente
2443,2024-11-09 02:54:19,Este,137,5,4,Accidente
2444,2025-06-11 07:58:32,Oeste,85,6,3,Neutral
2445,2024-08-03 09:44:12,Norte,110,5,6,Neutral
2446,2024-09-16 17:26:57,Norte,36,4,4,Fuego
2447,2025-02-02 06:07:33,Oeste,78,1,18,Neutral
2448,2025-04-22 20:38:20,Centro,175,7,6,Accidente
2449,2024-08-26 05:03:08,Oeste,85,9,5,Accidente
2450,2024-09-20 06:18:15,Sur,73,6,9,Neutral
2451,2024-11-13 11:11:48,Norte,49,3,11,Accidente
2452,2024-10-20 07:14:52,Este,110,4,6,Neutral
2453,2025-04-03 11:35:28,Sur,141,5,16,Accidente
2454,2024-10-09 08:52:30,Norte,165,1,19,Fuego
2455,2025-03-03 22:22:25,Oeste,104,5,11,Neutral
2456,2025-04-20 23:34:00,Sur,150,1,15,Neutral
2457,2024-08-27 08:54:40,Norte,13,9,9,Neutral
2458,2025-01-23 07:44:08,Centro,66,7,19,Accidente
2459,2024-06-25 19:07:56,Centro,33,3,19,Fuego
2460,2024-10-07 23:19:50,Este,129,9,9,Neutral
2461,2024-12-04 08:53:04,Norte,118,2,4,Accidente
2462,2025-02-28 03:14:38,Centro,157,7,10,Neutral
2463,2024-11-21 03:04:39,Oeste,147,9,9,Accidente
2464,2024-09-19 09:17:03,Norte,138,6,19,Fuego
2465,2025-06-17 04:09:12,Oeste,124,5,15,Accidente
2466,2024-08-27 13:57:24,Oeste,174,7,19,Accidente
2467,2025-04-24 23:37:54,Centro,161,6,2,Neutral
2468,2025-04-04 18:16:05,Norte,83,5,10,Accidente
2469,2024-10-07 18:09:18,Sur,97,2,19,Neutral
2470,2024-07-22 19:38:23,Centro,8,8,17,Accidente
2471,2025-04-09 04:00:48,Centro,86,7,2,Fuego
2472,2025-03-07 08:55:31,Norte,176,6,19,Accidente
2473,2024-10-17 15:15:24,Norte,79,5,17,Neutral
2474,2024-08-11 14:00:56,Oeste,18,5,18,Accidente
2475,2025-04-17 22:46:04,Norte,135,9,17,Accidente
2476,2024-10-25 23:55:42,Oeste,118,1,2,Fuego
2477,2024-12-22 18:49:43,Centro,66,9,19,Neutral
2478,2024-08-30 09:03:28,Este,110,6,1,Fuego
2479,2024-09-12 06:17:32,Sur,68,4,11,Accidente
2480,2025-04-15 07:53:32,Centro,106,7,10,Fuego
2481,2025-03-04 08:11:20,Norte,177,9,5,Accidente
2482,2024-11-24 17:28:51,Sur,110,5,16,Accidente
2483,2025-04-04 18:52:29,Este,24,5,5,Fuego
2484,2025-05-17 20:32:53,Este,62,8,12,Fuego
2485,2025-03-25 09:09:52,Oeste,116,7,4,Accidente
2486,2025-03-27 03:30:57,Sur,61,8,6,Fuego
2487,2025-04-15 03:26:59,Oeste,123,2,19,Fuego
2488,2025-05-05 09:27:17,Centro,101,9,9,Accidente
2489,2024-10-25 07:16:59,Sur,96,3,12,Neutral
2490,2025-06-07 01:26:30,Centro,56,6,15,Fuego
2491,2024-07-12 12:28:59,Oeste,41,6,16,Fuego
2492,2024-10-13 13:29:38,Sur,12,2,13,Neutral
2493,2025-03-24 05:45:21,Oeste,48,7,7,Fuego
2494,2025-03-31 04:49:53,Sur,102,9,4,Accidente
2495,2025-06-10 01:46:40,Oeste,137,1,11,Fuego
2496,2025-01-23 17:55:19,Este,122,8,8,Accidente
2497,2024-09-05 18:55:29,Oeste,73,2,6,Neutral
2498,2024-10-28 10:33:33,Este,163,1,10,Neutral
2499,2024-10-03 14:09:31,Oeste,49,8,7,Neutral
2500,2024-08-25 14:35:13,Sur,141,2,7,Fuego
2501,2025-05-18 19:09:14,Sur,36,6,4,Neutral
2502,2025-01-06 19:06:49,Sur,37,6,3,Fuego
2503,2025-06-07 06:02:18,Norte,130,5,7,Fuego
2504,2024-12-24 06:28:31,Centro,71,8,4,Fuego
2505,2024-12-28 01:16:27,Sur,34,3,13,Neutral
2506,2024-10-20 06:29:33,Este,118,4,17,Neutral
2507,2024-08-19 04:56:18,Sur,33,7,7,Fuego
2508,2025-01-07 20:20:18,Norte,135,7,17,Neutral
2509,2024-09-26 12:24:43,Este,34,8,4,Fuego
2510,2024-12-15 19:52:54,Norte,141,2,11,Neutral
2511,2024-12-05 06:10:41,Este,158,2,3,Accidente
2512,2024-11-22 07:52:29,Oeste,134,4,11,Neutral
2513,2025-06-02 22:40:09,Centro,66,9,3,Neutral
2514,2025-02-07 22:47:53,Centro,7,9,12,Neutral
2515,2024-06-28 18:21:04,Norte,178,4,1,Fuego
2516,2025-05-24 01:51:43,Centro,72,9,4,Fuego
2517,2024-08-04 10:56:07,Norte,29,3,14,Accidente
2518,2025-03-18 04:19:36,Norte,145,5,1,Accidente
2519,2025-01-19 06:18:11,Norte,48,9,14,Accidente
2520,2024-07-12 13:24:56,Centro,167,6,13,Fuego
2521,2024-11-23 11:07:11,Norte,59,3,13,Accidente
2522,2025-06-04 19:18:39,Centro,141,9,15,Accidente
2523,2024-07-15 04:51:37,Norte,134,6,17,Neutral
2524,2024-08-26 05:37:51,Sur,45,4,12,Accidente
2525,2024-08-26 20:33:11,Norte,176,4,14,Neutral
2526,2025-02-16 09:28:47,Este,68,8,12,Fuego
2527,2025-06-12 02:26:53,Norte,35,7,18,Fuego
2528,2024-10-11 04:38:51,Oeste,51,1,4,Neutral
2529,2024-07-14 07:32:11,Norte,134,6,14,Accidente
2530,2025-01-13 12:56:38,Este,100,8,19,Fuego
2531,2025-02-14 09:13:46,Este,81,3,13,Neutral
2532,2024-09-06 14:28:56,Centro,114,9,18,Fuego
2533,2024-11-30 17:45:29,Sur,73,2,11,Fuego
2534,2024-06-29 14:18:48,Norte,62,6,6,Accidente
2535,2024-11-08 20:13:28,Centro,110,1,9,Fuego
2536,2025-05-19 01:09:14,Sur,48,2,12,Neutral
2537,2024-12-26 19:02:08,Norte,78,5,19,Accidente
2538,2025-04-22 15:06:42,Oeste,60,1,14,Neutral
2539,2025-05-13 14:16:16,Norte,175,8,15,Neutral
2540,2024-11-26 13:38:21,Este,131,1,11,Neutral
2541,2024-12-15 14:49:56,Este,166,9,6,Accidente
2542,2025-01-25 16:28:55,Oeste,34,3,14,Fuego
2543,2024-11-04 05:48:49,Centro,75,2,3,Neutral
2544,2024-12-11 15:15:10,Sur,122,1,19,Fuego
2545,2025-02-11 20:10:22,Norte,59,9,11,Fuego
2546,2024-08-31 02:43:31,Este,71,4,17,Neutral
2547,2024-12-29 20:33:33,Centro,145,1,17,Fuego
2548,2024-09-12 21:05:24,Oeste,7,1,3,Accidente
2549,2025-05-03 10:52:29,Este,30,7,14,Accidente
2550,2024-11-02 20:31:50,Oeste,61,2,7,Fuego
2551,2025-02-19 07:36:23,Norte,130,7,19,Fuego
2552,2024-08-15 16:48:44,Sur,156,7,3,Accidente
2553,2025-03-13 03:15:00,Este,57,9,2,Fuego
2554,2025-02-02 00:34:14,Este,47,7,17,Fuego
2555,2024-09-26 12:28:15,Norte,53,1,9,Fuego
2556,2024-10-02 19:15:00,Centro,46,8,6,Fuego
2557,2024-11-05 02:12:41,Sur,15,8,9,Neutral
2558,2024-07-18 20:29:57,Este,107,4,5,Fuego
2559,2024-09-27 13:31:03,Sur,102,8,2,Accidente
2560,2024-08-02 11:05:14,Este,150,4,15,Neutral
2561,2024-12-17 23:17:52,Sur,89,8,9,Neutral
2562,2024-11-02 06:53:58,Oeste,104,5,19,Accidente
2563,2025-05-17 18:08:48,Este,108,4,10,Fuego
2564,2024-09-07 05:04:52,Sur,50,6,4,Neutral
2565,2025-05-15 15:03:18,Centro,48,2,10,Neutral
2566,2025-05-15 09:56:36,Oeste,26,2,8,Fuego
2567,2024-09-27 13:39:28,Oeste,118,2,13,Fuego
2568,2024-12-01 17:28:06,Centro,129,9,7,Accidente
2569,2024-12-27 20:11:58,Sur,128,3,7,Neutral
2570,2025-03-12 06:41:35,Norte,34,4,4,Fuego
2571,2024-12-02 02:00:03,Centro,12,8,15,Fuego
2572,2025-04-25 16:09:36,Sur,102,4,12,Accidente
2573,2025-02-07 17:22:37,Centro,61,7,16,Neutral
2574,2024-12-06 07:02:07,Centro,115,5,6,Fuego
2575,2024-07-13 04:43:16,Este,77,9,9,Accidente
2576,2025-01-06 00:03:52,Sur,119,4,3,Neutral
2577,2025-06-08 07:46:54,Norte,24,3,8,Neutral
2578,2024-09-28 02:36:54,Este,29,2,7,Neutral
2579,2024-09-06 19:08:36,Centro,23,1,4,Neutral
2580,2025-06-09 09:02:33,Centro,9,6,13,Accidente
2581,2025-03-30 21:08:59,Centro,79,2,19,Fuego
2582,2024-09-08 06:23:51,Sur,132,8,7,Neutral
2583,2024-09-07 03:22:58,Sur,76,6,10,Neutral
2584,2025-05-08 11:35:28,Este,159,5,12,Fuego
2585,2025-04-22 01:21:08,Norte,44,2,3,Neutral
2586,2024-10-24 15:01:11,Este,30,7,12,Neutral
2587,2025-04-13 22:24:05,Oeste,31,2,19,Fuego
2588,2025-03-14 10:26:34,Centro,87,5,15,Fuego
2589,2024-09-13 11:33:58,Centro,132,2,8,Neutral
2590,2025-01-23 16:38:17,Centro,174,2,12,Fuego
2591,2025-03-16 08:39:14,Este,161,7,6,Accidente
2592,2025-06-06 19:17:03,Este,171,9,10,Accidente
2593,2024-11-21 15:47:11,Centro,173,5,2,Neutral
2594,2025-03-26 07:39:53,Este,37,7,13,Neutral
2595,2025-01-27 20:11:55,Sur,101,4,7,Fuego
2596,2024-12-29 08:14:43,Sur,115,2,8,Fuego
2597,2024-09-15 01:56:25,Este,20,3,16,Neutral
2598,2024-09-18 11:22:55,Centro,27,2,11,Neutral
2599,2025-04-17 22:06:04,Este,139,5,4,Accidente
2600,2024-11-19 04:17:57,Este,30,6,17,Fuego
2601,2025-01-01 00:31:06,Este,100,7,16,Neutral
2602,2025-01-22 12:53:52,Oeste,16,3,19,Neutral
2603,2025-04-08 14:47:31,Sur,76,4,11,Fuego
2604,2024-09-09 13:57:30,Norte,137,8,7,Fuego
2605,2024-07-21 21:29:28,Norte,110,4,13,Neutral
2606,2024-10-21 21:13:36,Oeste,121,7,19,Neutral
2607,2024-06-25 18:06:38,Este,30,6,17,Neutral
2608,2025-01-13 10:07:13,Oeste,137,7,13,Fuego
2609,2025-04-24 00:48:07,Oeste,26,1,12,Neutral
2610,2024-12-30 01:16:02,Centro,17,3,7,Neutral
2611,2024-09-11 12:46:27,Sur,160,6,1,Neutral
2612,2025-05-01 01:05:42,Norte,165,3,1,Accidente
2613,2025-03-22 09:03:12,Este,111,7,14,Accidente
2614,2025-01-28 09:30:16,Norte,27,9,15,Fuego
2615,2025-02-26 01:32:39,Norte,101,3,11,Neutral
2616,2025-03-18 18:07:40,Sur,22,1,9,Neutral
2617,2024-10-22 21:29:35,Norte,121,6,17,Fuego
2618,2024-11-24 16:30:01,Norte,34,1,4,Fuego
2619,2024-07-18 09:33:56,Oeste,30,1,19,Fuego
2620,2025-02-23 11:25:33,Sur,148,8,7,Neutral
2621,2025-01-09 01:09:10,Centro,43,9,1,Accidente
2622,2024-08-25 00:28:42,Este,165,2,9,Fuego
2623,2025-04-23 22:42:19,Norte,158,9,13,Neutral
2624,2024-07-18 05:54:16,Este,170,5,2,Fuego
2625,2025-06-15 11:23:35,Centro,134,8,2,Neutral
2626,2024-08-31 04:49:16,Este,117,7,15,Fuego
2627,2024-07-27 19:23:34,Centro,138,7,17,Neutral
2628,2025-01-17 21:26:25,Oeste,50,4,13,Fuego
2629,2024-11-06 06:11:39,Norte,54,2,7,Accidente
2630,2024-07-07 16:17:23,Centro,170,5,9,Fuego
2631,2024-12-15 11:00:39,Este,110,3,12,Fuego
2632,2025-02-02 17:59:14,Norte,150,9,3,Accidente
2633,2024-08-26 18:58:47,Oeste,159,6,15,Fuego
2634,2025-04-07 02:53:16,Norte,173,1,7,Accidente
2635,2025-02-13 19:33:24,Centro,76,3,1,Neutral
2636,2025-06-08 02:18:42,Oeste,78,4,14,Accidente
2637,2024-12-15 02:20:29,Este,21,9,19,Accidente
2638,2024-10-07 14:19:01,Oeste,161,6,16,Neutral
2639,2024-08-29 12:50:09,Oeste,74,4,10,Accidente
2640,2024-09-29 12:47:02,Sur,154,1,1,Accidente
2641,2024-10-19 16:44:52,Oeste,10,8,5,Neutral
2642,2025-01-20 04:18:30,Oeste,30,2,3,Fuego
2643,2024-11-11 06:13:50,Norte,171,8,17,Fuego
2644,2024-09-08 11:52:00,Este,144,6,18,Accidente
2645,2024-10-18 02:52:16,Norte,103,8,19,Fuego
2646,2024-12-08 09:06:43,Norte,146,6,18,Fuego
2647,2024-07-11 10:37:11,Centro,26,5,16,Accidente
2648,2025-05-24 14:56:10,Norte,55,5,2,Neutral
2649,2025-05-13 03:27:35,Sur,155,8,15,Fuego
2650,2024-07-23 15:58:20,Sur,108,7,13,Accidente
2651,2025-03-21 21:38:29,Centro,93,8,13,Neutral
2652,2024-06-29 08:21:08,Este,145,8,16,Fuego
2653,2024-08-07 21:39:45,Este,142,7,8,Neutral
2654,2025-02-15 13:04:44,Norte,13,2,11,Accidente
2655,2024-12-11 07:25:02,Norte,83,9,8,Neutral
2656,2024-07-25 21:22:37,Norte,56,7,10,Neutral
2657,2025-05-22 22:58:32,Este,134,6,1,Accidente
2658,2024-11-18 18:56:54,Oeste,157,9,12,Fuego
2659,2024-06-26 20:27:59,Sur,17,1,9,Fuego
2660,2025-02-09 20:09:53,Oeste,55,2,5,Neutral
2661,2025-05-06 03:21:48,Oeste,38,1,9,Neutral
2662,2025-04-07 01:26:54,Este,39,3,16,Neutral
2663,2024-08-20 22:52:49,Oeste,135,5,18,Neutral
2664,2024-10-18 23:11:39,Centro,124,1,8,Fuego
2665,2025-01-28 17:50:50,Norte,74,4,11,Accidente
2666,2025-01-16 11:38:45,Centro,151,8,19,Accidente
2667,2024-12-24 15:22:02,Sur,71,6,4,Accidente
2668,2024-07-09 20:29:09,Norte,107,1,10,Neutral
2669,2024-12-02 11:36:43,Oeste,77,1,13,Neutral
2670,2025-03-24 14:20:52,Sur,120,3,14,Accidente
2671,2025-02-24 17:28:19,Norte,137,8,2,Fuego
2672,2025-04-02 11:00:30,Oeste,71,8,4,Accidente
2673,2024-08-17 05:49:02,Centro,143,3,7,Fuego
2674,2025-03-15 11:38:34,Norte,125,7,19,Neutral
2675,2024-07-26 14:52:56,Oeste,98,3,17,Accidente
2676,2024-08-07 02:14:34,Centro,133,4,16,Accidente
2677,2024-12-14 07:57:39,Sur,95,9,13,Neutral
2678,2025-04-30 12:52:50,Sur,96,4,18,Fuego
2679,2025-05-06 11:26:45,Sur,67,3,12,Accidente
2680,2024-11-25 14:44:46,Sur,33,5,1,Accidente
2681,2024-09-29 11:13:28,Este,16,7,15,Fuego
2682,2025-05-04 23:11:24,Norte,81,5,3,Accidente
2683,2025-05-27 00:09:26,Norte,45,4,6,Accidente
2684,2025-03-16 02:19:11,Este,134,8,14,Neutral
2685,2024-07-08 13:08:06,Oeste,41,4,6,Fuego
2686,2024-09-03 10:26:02,Oeste,177,2,1,Accidente
2687,2024-09-06 14:11:41,Sur,28,6,6,Accidente
2688,2024-06-25 18:31:30,Centro,103,2,8,Neutral
2689,2024-11-22 21:00:30,Oeste,154,3,15,Accidente
2690,2024-08-19 20:58:59,Centro,104,1,14,Neutral
2691,2025-01-18 16:45:03,Norte,143,5,16,Accidente
2692,2024-07-26 20:45:19,Centro,62,9,16,Neutral
2693,2025-01-02 01:17:09,Norte,178,2,19,Fuego
2694,2024-08-22 00:15:12,Este,33,7,1,Fuego
2695,2024-08-16 00:22:12,Este,167,5,4,Accidente
2696,2024-08-14 21:01:01,Sur,147,2,10,Accidente
2697,2025-01-06 18:14:20,Oeste,64,8,18,Neutral
2698,2025-01-21 23:58:45,Sur,99,6,2,Neutral
2699,2025-04-25 05:12:35,Norte,46,4,4,Fuego
2700,2024-08-18 22:13:01,Sur,47,4,15,Accidente
2701,2024-06-24 11:53:11,Centro,78,2,4,Neutral
2702,2025-04-24 04:56:01,Norte,164,3,16,Fuego
2703,2025-01-10 16:54:03,Este,68,7,15,Fuego
2704,2024-10-22 10:30:23,Oeste,6,3,18,Neutral
2705,2024-10-15 00:58:49,Norte,156,5,7,Accidente
2706,2025-04-07 12:18:40,Norte,70,6,15,Fuego
2707,2025-02-26 05:46:04,Centro,170,6,11,Neutral
2708,2025-03-04 09:35:39,Oeste,35,4,19,Fuego
2709,2025-01-21 11:22:10,Este,119,6,8,Accidente
2710,2025-04-12 06:37:42,Norte,30,3,1,Neutral
2711,2024-11-26 05:40:06,Norte,33,7,3,Accidente
2712,2024-10-16 05:40:29,Centro,82,7,5,Accidente
2713,2025-04-20 14:51:29,Sur,29,4,18,Fuego
2714,2024-06-20 20:23:06,Este,52,2,12,Accidente
2715,2025-03-20 23:18:40,Oeste,69,7,12,Fuego
2716,2024-10-05 15:50:54,Norte,71,3,19,Neutral
2717,2024-12-12 09:53:24,Norte,94,1,9,Neutral
2718,2025-06-16 11:48:21,Este,150,2,11,Fuego
2719,2024-09-11 17:14:56,Sur,141,9,17,Fuego
2720,2024-11-28 11:26:13,Norte,42,8,16,Fuego
2721,2024-08-10 05:23:58,Este,91,6,4,Accidente
2722,2025-05-28 22:42:49,Centro,153,6,10,Neutral
2723,2025-02-26 09:01:49,Sur,69,1,15,Neutral
2724,2024-12-16 16:41:51,Oeste,153,2,19,Accidente
2725,2024-11-24 15:27:54,Norte,31,4,3,Fuego
2726,2024-10-27 01:47:14,Este,110,3,5,Neutral
2727,2024-09-21 04:58:39,Centro,127,1,11,Accidente
2728,2025-02-22 05:02:01,Oeste,48,8,5,Fuego
2729,2025-04-08 06:10:56,Este,104,7,7,Neutral
2730,2025-01-04 17:33:04,Este,32,4,6,Fuego
2731,2024-11-29 02:15:42,Oeste,177,9,13,Accidente
2732,2024-09-27 06:33:53,Centro,21,4,2,Neutral
2733,2024-08-28 10:52:30,Centro,131,1,19,Fuego
2734,2024-11-17 01:03:07,Sur,127,1,11,Fuego
2735,2024-08-18 21:35:15,Norte,172,1,5,Fuego
2736,2025-05-24 19:07:46,Oeste,135,1,9,Accidente
2737,2025-04-07 14:31:33,Oeste,80,4,6,Fuego
2738,2024-11-14 06:58:52,Oeste,50,1,17,Neutral
2739,2024-09-06 13:09:48,Centro,162,2,19,Neutral
2740,2024-11-17 12:38:17,Norte,73,4,8,Fuego
2741,2024-08-28 10:00:19,Sur,141,7,7,Accidente
2742,2025-01-28 16:49:22,Este,89,2,5,Neutral
2743,2025-04-17 07:42:59,Este,15,8,15,Neutral
2744,2024-08-10 03:28:13,Oeste,73,7,10,Neutral
2745,2025-02-09 12:20:07,Norte,103,9,16,Fuego
2746,2024-11-02 13:20:53,Centro,95,6,9,Neutral
2747,2024-09-02 01:00:34,Norte,163,4,7,Fuego
2748,2024-12-29 22:44:28,Norte,165,6,11,Fuego
2749,2025-06-06 02:43:02,Centro,171,4,9,Fuego
2750,2025-05-11 10:42:05,Oeste,98,7,17,Fuego
2751,2024-09-01 00:02:12,Norte,178,9,9,Fuego
2752,2025-03-10 16:30:11,Este,169,3,3,Neutral
2753,2024-10-21 11:19:03,Centro,119,3,8,Fuego
2754,2024-09-13 12:41:25,Sur,35,2,19,Fuego
2755,2025-05-04 19:19:59,Oeste,15,1,16,Fuego
2756,2024-11-17 20:46:36,Centro,91,1,7,Fuego
2757,2025-06-04 13:01:50,Sur,125,3,7,Fuego
2758,2025-05-27 03:52:57,Sur,134,7,13,Fuego
2759,2025-04-09 15:29:45,Norte,109,9,3,Neutral
2760,2024-09-30 02:16:43,Norte,31,2,12,Fuego
2761,2025-01-03 06:22:24,Norte,6,7,8,Fuego
2762,2024-12-06 01:22:55,Centro,107,1,13,Neutral
2763,2024-09-21 05:12:50,Centro,105,2,16,Neutral
2764,2024-12-30 11:09:43,Oeste,25,6,7,Accidente
2765,2025-03-23 04:57:37,Norte,62,5,4,Neutral
2766,2025-03-04 15:50:38,Sur,137,8,12,Neutral
2767,2025-04-17 23:15:37,Este,177,2,17,Fuego
2768,2025-03-11 20:50:21,Oeste,89,1,1,Accidente
2769,2025-06-05 09:47:54,Centro,97,7,17,Fuego
2770,2025-04-03 20:55:47,Oeste,24,6,2,Accidente
2771,2024-07-22 04:53:36,Oeste,65,8,6,Fuego
2772,2024-10-31 03:18:33,Oeste,42,8,12,Neutral
2773,2024-09-01 09:17:20,Oeste,152,2,11,Neutral
2774,2024-09-03 03:42:06,Este,29,8,11,Accidente
2775,2025-05-07 23:53:07,Norte,134,6,18,Fuego
2776,2024-11-13 21:35:19,Sur,125,9,8,Fuego
2777,2024-12-07 04:18:53,Oeste,164,7,7,Neutral
2778,2025-04-27 02:14:37,Oeste,30,2,14,Neutral
2779,2024-12-01 13:49:34,Oeste,173,8,16,Accidente
2780,2025-06-06 21:06:23,Norte,71,9,12,Neutral
2781,2025-05-19 23:07:53,Centro,5,7,9,Accidente
2782,2025-02-02 11:12:03,Centro,55,4,16,Accidente
2783,2025-05-10 00:45:03,Este,9,9,19,Accidente
2784,2024-06-28 12:12:24,Centro,17,4,16,Accidente
2785,2024-07-25 11:38:27,Oeste,151,4,9,Neutral
2786,2025-04-30 07:39:10,Oeste,144,9,13,Accidente
