id_llamada;fecha;distrito;duracion_minutes;recursos_desplegados;distancia_km;tipo;Accidente;Neutral;Fuego
2539;13/05/2025 14:16;Norte;175;8;15;Neutral;0;1;0
2540;26/11/2024 13:38;Este;131;1;11;Neutral;0;1;0
2541;15/12/2024 14:49;Este;166;9;6;Accidente;1;0;0
2542;25/01/2025 16:28;Oeste;34;3;14;Fuego;0;0;1
2543;4/11/2024 5:48;Centro;75;2;3;Neutral;0;1;0
2544;11/12/2024 15:15;Sur;122;1;19;Fuego;0;0;1
2545;11/02/2025 20:10;Norte;59;9;11;Fuego;0;0;1
2546;31/08/2024 2:43;Este;71;4;17;Neutral;0;1;0
2547;29/12/2024 20:33;Centro;145;1;17;Fuego;0;0;1
2548;12/09/2024 21:05;Oeste;7;1;3;Accidente;1;0;0
2549;3/05/2025 10:52;Este;30;7;14;Accidente;1;0;0
2550;2/11/2024 20:31;Oeste;61;2;7;Fuego;0;0;1
2551;19/02/2025 7:36;Norte;130;7;19;Fuego;0;0;1
2552;15/08/2024 16:48;Sur;156;7;3;Accidente;1;0;0
2553;13/03/2025 3:15;Este;57;9;2;Fuego;0;0;1
2554;2/02/2025 0:34;Este;47;7;17;Fuego;0;0;1
2555;26/09/2024 12:28;Norte;53;1;9;Fuego;0;0;1
2556;2/10/2024 19:15;Centro;46;8;6;Fuego;0;0;1
2557;5/11/2024 2:12;Sur;15;8;9;Neutral;0;1;0
2558;18/07/2024 20:29;Este;107;4;5;Fuego;0;0;1
2559;27/09/2024 13:31;Sur;102;8;2;Accidente;1;0;0
2560;2/08/2024 11:05;Este;150;4;15;Neutral;0;1;0
2561;17/12/2024 23:17;Sur;89;8;9;Neutral;0;1;0
2562;2/11/2024 6:53;Oeste;104;5;19;Accidente;1;0;0
2563;17/05/2025 18:08;Este;108;4;10;Fuego;0;0;1
2564;7/09/2024 5:04;Sur;50;6;4;Neutral;0;1;0
2565;15/05/2025 15:03;Centro;48;2;10;Neutral;0;1;0
2566;15/05/2025 9:56;Oeste;26;2;8;Fuego;0;0;1
2567;27/09/2024 13:39;Oeste;118;2;13;Fuego;0;0;1
2568;1/12/2024 17:28;Centro;129;9;7;Accidente;1;0;0
2569;27/12/2024 20:11;Sur;128;3;7;Neutral;0;1;0
2570;12/03/2025 6:41;Norte;34;4;4;Fuego;0;0;1
2571;2/12/2024 2:00;Centro;12;8;15;Fuego;0;0;1
2572;25/04/2025 16:09;Sur;102;4;12;Accidente;1;0;0
2573;7/02/2025 17:22;Centro;61;7;16;Neutral;0;1;0
2574;6/12/2024 7:02;Centro;115;5;6;Fuego;0;0;1
2575;13/07/2024 4:43;Este;77;9;9;Accidente;1;0;0
2576;6/01/2025 0:03;Sur;119;4;3;Neutral;0;1;0
2577;8/06/2025 7:46;Norte;24;3;8;Neutral;0;1;0
2578;28/09/2024 2:36;Este;29;2;7;Neutral;0;1;0
2579;6/09/2024 19:08;Centro;23;1;4;Neutral;0;1;0
2580;9/06/2025 9:02;Centro;9;6;13;Accidente;1;0;0
2581;30/03/2025 21:08;Centro;79;2;19;Fuego;0;0;1
2582;8/09/2024 6:23;Sur;132;8;7;Neutral;0;1;0
2583;7/09/2024 3:22;Sur;76;6;10;Neutral;0;1;0
2584;8/05/2025 11:35;Este;159;5;12;Fuego;0;0;1
2585;22/04/2025 1:21;Norte;44;2;3;Neutral;0;1;0
2586;24/10/2024 15:01;Este;30;7;12;Neutral;0;1;0
2587;13/04/2025 22:24;Oeste;31;2;19;Fuego;0;0;1
2588;14/03/2025 10:26;Centro;87;5;15;Fuego;0;0;1
2589;13/09/2024 11:33;Centro;132;2;8;Neutral;0;1;0
2590;23/01/2025 16:38;Centro;174;2;12;Fuego;0;0;1
2591;16/03/2025 8:39;Este;161;7;6;Accidente;1;0;0
2592;6/06/2025 19:17;Este;171;9;10;Accidente;1;0;0
2593;21/11/2024 15:47;Centro;173;5;2;Neutral;0;1;0
2594;26/03/2025 7:39;Este;37;7;13;Neutral;0;1;0
2595;27/01/2025 20:11;Sur;101;4;7;Fuego;0;0;1
2596;29/12/2024 8:14;Sur;115;2;8;Fuego;0;0;1
2597;15/09/2024 1:56;Este;20;3;16;Neutral;0;1;0
2598;18/09/2024 11:22;Centro;27;2;11;Neutral;0;1;0
2599;17/04/2025 22:06;Este;139;5;4;Accidente;1;0;0
2600;19/11/2024 4:17;Este;30;6;17;Fuego;0;0;1
2601;1/01/2025 0:31;Este;100;7;16;Neutral;0;1;0
2602;22/01/2025 12:53;Oeste;16;3;19;Neutral;0;1;0
2603;8/04/2025 14:47;Sur;76;4;11;Fuego;0;0;1
2604;9/09/2024 13:57;Norte;137;8;7;Fuego;0;0;1
2605;21/07/2024 21:29;Norte;110;4;13;Neutral;0;1;0
2606;21/10/2024 21:13;Oeste;121;7;19;Neutral;0;1;0
2607;25/06/2024 18:06;Este;30;6;17;Neutral;0;1;0
2608;13/01/2025 10:07;Oeste;137;7;13;Fuego;0;0;1
2609;24/04/2025 0:48;Oeste;26;1;12;Neutral;0;1;0
2610;30/12/2024 1:16;Centro;17;3;7;Neutral;0;1;0
2611;11/09/2024 12:46;Sur;160;6;1;Neutral;0;1;0
2612;1/05/2025 1:05;Norte;165;3;1;Accidente;1;0;0
2613;22/03/2025 9:03;Este;111;7;14;Accidente;1;0;0
2614;28/01/2025 9:30;Norte;27;9;15;Fuego;0;0;1
2615;26/02/2025 1:32;Norte;101;3;11;Neutral;0;1;0
2616;18/03/2025 18:07;Sur;22;1;9;Neutral;0;1;0
2617;22/10/2024 21:29;Norte;121;6;17;Fuego;0;0;1
2618;24/11/2024 16:30;Norte;34;1;4;Fuego;0;0;1
2619;18/07/2024 9:33;Oeste;30;1;19;Fuego;0;0;1
2620;23/02/2025 11:25;Sur;148;8;7;Neutral;0;1;0
2621;9/01/2025 1:09;Centro;43;9;1;Accidente;1;0;0
2622;25/08/2024 0:28;Este;165;2;9;Fuego;0;0;1
2623;23/04/2025 22:42;Norte;158;9;13;Neutral;0;1;0
2624;18/07/2024 5:54;Este;170;5;2;Fuego;0;0;1
2625;15/06/2025 11:23;Centro;134;8;2;Neutral;0;1;0
2626;31/08/2024 4:49;Este;117;7;15;Fuego;0;0;1
2627;27/07/2024 19:23;Centro;138;7;17;Neutral;0;1;0
2628;17/01/2025 21:26;Oeste;50;4;13;Fuego;0;0;1
2629;6/11/2024 6:11;Norte;54;2;7;Accidente;1;0;0
2630;7/07/2024 16:17;Centro;170;5;9;Fuego;0;0;1
2631;15/12/2024 11:00;Este;110;3;12;Fuego;0;0;1
2632;2/02/2025 17:59;Norte;150;9;3;Accidente;1;0;0
2633;26/08/2024 18:58;Oeste;159;6;15;Fuego;0;0;1
2634;7/04/2025 2:53;Norte;173;1;7;Accidente;1;0;0
2635;13/02/2025 19:33;Centro;76;3;1;Neutral;0;1;0
2636;8/06/2025 2:18;Oeste;78;4;14;Accidente;1;0;0
2637;15/12/2024 2:20;Este;21;9;19;Accidente;1;0;0
2638;7/10/2024 14:19;Oeste;161;6;16;Neutral;0;1;0
2639;29/08/2024 12:50;Oeste;74;4;10;Accidente;1;0;0
2640;29/09/2024 12:47;Sur;154;1;1;Accidente;1;0;0
2641;19/10/2024 16:44;Oeste;10;8;5;Neutral;0;1;0
2642;20/01/2025 4:18;Oeste;30;2;3;Fuego;0;0;1
2643;11/11/2024 6:13;Norte;171;8;17;Fuego;0;0;1
2644;8/09/2024 11:52;Este;144;6;18;Accidente;1;0;0
2645;18/10/2024 2:52;Norte;103;8;19;Fuego;0;0;1
2646;8/12/2024 9:06;Norte;146;6;18;Fuego;0;0;1
2647;11/07/2024 10:37;Centro;26;5;16;Accidente;1;0;0
2648;24/05/2025 14:56;Norte;55;5;2;Neutral;0;1;0
2649;13/05/2025 3:27;Sur;155;8;15;Fuego;0;0;1
2650;23/07/2024 15:58;Sur;108;7;13;Accidente;1;0;0
2651;21/03/2025 21:38;Centro;93;8;13;Neutral;0;1;0
2652;29/06/2024 8:21;Este;145;8;16;Fuego;0;0;1
2653;7/08/2024 21:39;Este;142;7;8;Neutral;0;1;0
2654;15/02/2025 13:04;Norte;13;2;11;Accidente;1;0;0
2655;11/12/2024 7:25;Norte;83;9;8;Neutral;0;1;0
2656;25/07/2024 21:22;Norte;56;7;10;Neutral;0;1;0
2657;22/05/2025 22:58;Este;134;6;1;Accidente;1;0;0
2658;18/11/2024 18:56;Oeste;157;9;12;Fuego;0;0;1
2659;26/06/2024 20:27;Sur;17;1;9;Fuego;0;0;1
2660;9/02/2025 20:09;Oeste;55;2;5;Neutral;0;1;0
2661;6/05/2025 3:21;Oeste;38;1;9;Neutral;0;1;0
2662;7/04/2025 1:26;Este;39;3;16;Neutral;0;1;0
2663;20/08/2024 22:52;Oeste;135;5;18;Neutral;0;1;0
2664;18/10/2024 23:11;Centro;124;1;8;Fuego;0;0;1
2665;28/01/2025 17:50;Norte;74;4;11;Accidente;1;0;0
2666;16/01/2025 11:38;Centro;151;8;19;Accidente;1;0;0
2667;24/12/2024 15:22;Sur;71;6;4;Accidente;1;0;0
2668;9/07/2024 20:29;Norte;107;1;10;Neutral;0;1;0
2669;2/12/2024 11:36;Oeste;77;1;13;Neutral;0;1;0
2670;24/03/2025 14:20;Sur;120;3;14;Accidente;1;0;0
2671;24/02/2025 17:28;Norte;137;8;2;Fuego;0;0;1
2672;2/04/2025 11:00;Oeste;71;8;4;Accidente;1;0;0
2673;17/08/2024 5:49;Centro;143;3;7;Fuego;0;0;1
2674;15/03/2025 11:38;Norte;125;7;19;Neutral;0;1;0
2675;26/07/2024 14:52;Oeste;98;3;17;Accidente;1;0;0
2676;7/08/2024 2:14;Centro;133;4;16;Accidente;1;0;0
2677;14/12/2024 7:57;Sur;95;9;13;Neutral;0;1;0
2678;30/04/2025 12:52;Sur;96;4;18;Fuego;0;0;1
2679;6/05/2025 11:26;Sur;67;3;12;Accidente;1;0;0
2680;25/11/2024 14:44;Sur;33;5;1;Accidente;1;0;0
2681;29/09/2024 11:13;Este;16;7;15;Fuego;0;0;1
2682;4/05/2025 23:11;Norte;81;5;3;Accidente;1;0;0
2683;27/05/2025 0:09;Norte;45;4;6;Accidente;1;0;0
2684;16/03/2025 2:19;Este;134;8;14;Neutral;0;1;0
2685;8/07/2024 13:08;Oeste;41;4;6;Fuego;0;0;1
2686;3/09/2024 10:26;Oeste;177;2;1;Accidente;1;0;0
2687;6/09/2024 14:11;Sur;28;6;6;Accidente;1;0;0
2688;25/06/2024 18:31;Centro;103;2;8;Neutral;0;1;0
2689;22/11/2024 21:00;Oeste;154;3;15;Accidente;1;0;0
2690;19/08/2024 20:58;Centro;104;1;14;Neutral;0;1;0
2691;18/01/2025 16:45;Norte;143;5;16;Accidente;1;0;0
2692;26/07/2024 20:45;Centro;62;9;16;Neutral;0;1;0
2693;2/01/2025 1:17;Norte;178;2;19;Fuego;0;0;1
2694;22/08/2024 0:15;Este;33;7;1;Fuego;0;0;1
2695;16/08/2024 0:22;Este;167;5;4;Accidente;1;0;0
2696;14/08/2024 21:01;Sur;147;2;10;Accidente;1;0;0
2697;6/01/2025 18:14;Oeste;64;8;18;Neutral;0;1;0
2698;21/01/2025 23:58;Sur;99;6;2;Neutral;0;1;0
2699;25/04/2025 5:12;Norte;46;4;4;Fuego;0;0;1
2700;18/08/2024 22:13;Sur;47;4;15;Accidente;1;0;0
2701;24/06/2024 11:53;Centro;78;2;4;Neutral;0;1;0
2702;24/04/2025 4:56;Norte;164;3;16;Fuego;0;0;1
2703;10/01/2025 16:54;Este;68;7;15;Fuego;0;0;1
2704;22/10/2024 10:30;Oeste;6;3;18;Neutral;0;1;0
2705;15/10/2024 0:58;Norte;156;5;7;Accidente;1;0;0
2706;7/04/2025 12:18;Norte;70;6;15;Fuego;0;0;1
2707;26/02/2025 5:46;Centro;170;6;11;Neutral;0;1;0
2708;4/03/2025 9:35;Oeste;35;4;19;Fuego;0;0;1
2709;21/01/2025 11:22;Este;119;6;8;Accidente;1;0;0
2710;12/04/2025 6:37;Norte;30;3;1;Neutral;0;1;0
2711;26/11/2024 5:40;Norte;33;7;3;Accidente;1;0;0
2712;16/10/2024 5:40;Centro;82;7;5;Accidente;1;0;0
2713;20/04/2025 14:51;Sur;29;4;18;Fuego;0;0;1
2714;20/06/2024 20:23;Este;52;2;12;Accidente;1;0;0
2715;20/03/2025 23:18;Oeste;69;7;12;Fuego;0;0;1
2716;5/10/2024 15:50;Norte;71;3;19;Neutral;0;1;0
2717;12/12/2024 9:53;Norte;94;1;9;Neutral;0;1;0
2718;16/06/2025 11:48;Este;150;2;11;Fuego;0;0;1
2719;11/09/2024 17:14;Sur;141;9;17;Fuego;0;0;1
2720;28/11/2024 11:26;Norte;42;8;16;Fuego;0;0;1
2721;10/08/2024 5:23;Este;91;6;4;Accidente;1;0;0
2722;28/05/2025 22:42;Centro;153;6;10;Neutral;0;1;0
2723;26/02/2025 9:01;Sur;69;1;15;Neutral;0;1;0
2724;16/12/2024 16:41;Oeste;153;2;19;Accidente;1;0;0
2725;24/11/2024 15:27;Norte;31;4;3;Fuego;0;0;1
2726;27/10/2024 1:47;Este;110;3;5;Neutral;0;1;0
2727;21/09/2024 4:58;Centro;127;1;11;Accidente;1;0;0
2728;22/02/2025 5:02;Oeste;48;8;5;Fuego;0;0;1
2729;8/04/2025 6:10;Este;104;7;7;Neutral;0;1;0
2730;4/01/2025 17:33;Este;32;4;6;Fuego;0;0;1
2731;29/11/2024 2:15;Oeste;177;9;13;Accidente;1;0;0
2732;27/09/2024 6:33;Centro;21;4;2;Neutral;0;1;0
2733;28/08/2024 10:52;Centro;131;1;19;Fuego;0;0;1
2734;17/11/2024 1:03;Sur;127;1;11;Fuego;0;0;1
2735;18/08/2024 21:35;Norte;172;1;5;Fuego;0;0;1
2736;24/05/2025 19:07;Oeste;135;1;9;Accidente;1;0;0
2737;7/04/2025 14:31;Oeste;80;4;6;Fuego;0;0;1
2738;14/11/2024 6:58;Oeste;50;1;17;Neutral;0;1;0
2739;6/09/2024 13:09;Centro;162;2;19;Neutral;0;1;0
2740;17/11/2024 12:38;Norte;73;4;8;Fuego;0;0;1
2741;28/08/2024 10:00;Sur;141;7;7;Accidente;1;0;0
2742;28/01/2025 16:49;Este;89;2;5;Neutral;0;1;0
2743;17/04/2025 7:42;Este;15;8;15;Neutral;0;1;0
2744;10/08/2024 3:28;Oeste;73;7;10;Neutral;0;1;0
2745;9/02/2025 12:20;Norte;103;9;16;Fuego;0;0;1
2746;2/11/2024 13:20;Centro;95;6;9;Neutral;0;1;0
2747;2/09/2024 1:00;Norte;163;4;7;Fuego;0;0;1
2748;29/12/2024 22:44;Norte;165;6;11;Fuego;0;0;1
2749;6/06/2025 2:43;Centro;171;4;9;Fuego;0;0;1
2750;11/05/2025 10:42;Oeste;98;7;17;Fuego;0;0;1
2751;1/09/2024 0:02;Norte;178;9;9;Fuego;0;0;1
2752;10/03/2025 16:30;Este;169;3;3;Neutral;0;1;0
2753;21/10/2024 11:19;Centro;119;3;8;Fuego;0;0;1
2754;13/09/2024 12:41;Sur;35;2;19;Fuego;0;0;1
2755;4/05/2025 19:19;Oeste;15;1;16;Fuego;0;0;1
2756;17/11/2024 20:46;Centro;91;1;7;Fuego;0;0;1
2757;4/06/2025 13:01;Sur;125;3;7;Fuego;0;0;1
2758;27/05/2025 3:52;Sur;134;7;13;Fuego;0;0;1
2759;9/04/2025 15:29;Norte;109;9;3;Neutral;0;1;0
2760;30/09/2024 2:16;Norte;31;2;12;Fuego;0;0;1
2761;3/01/2025 6:22;Norte;6;7;8;Fuego;0;0;1
2762;6/12/2024 1:22;Centro;107;1;13;Neutral;0;1;0
2763;21/09/2024 5:12;Centro;105;2;16;Neutral;0;1;0
2764;30/12/2024 11:09;Oeste;25;6;7;Accidente;1;0;0
2765;23/03/2025 4:57;Norte;62;5;4;Neutral;0;1;0
2766;4/03/2025 15:50;Sur;137;8;12;Neutral;0;1;0
2767;17/04/2025 23:15;Este;177;2;17;Fuego;0;0;1
2768;11/03/2025 20:50;Oeste;89;1;1;Accidente;1;0;0
2769;5/06/2025 9:47;Centro;97;7;17;Fuego;0;0;1
2770;3/04/2025 20:55;Oeste;24;6;2;Accidente;1;0;0
2771;22/07/2024 4:53;Oeste;65;8;6;Fuego;0;0;1
2772;31/10/2024 3:18;Oeste;42;8;12;Neutral;0;1;0
2773;1/09/2024 9:17;Oeste;152;2;11;Neutral;0;1;0
2774;3/09/2024 3:42;Este;29;8;11;Accidente;1;0;0
2775;7/05/2025 23:53;Norte;134;6;18;Fuego;0;0;1
2776;13/11/2024 21:35;Sur;125;9;8;Fuego;0;0;1
2777;7/12/2024 4:18;Oeste;164;7;7;Neutral;0;1;0
2778;27/04/2025 2:14;Oeste;30;2;14;Neutral;0;1;0
2779;1/12/2024 13:49;Oeste;173;8;16;Accidente;1;0;0
2780;6/06/2025 21:06;Norte;71;9;12;Neutral;0;1;0
2781;19/05/2025 23:07;Centro;5;7;9;Accidente;1;0;0
2782;2/02/2025 11:12;Centro;55;4;16;Accidente;1;0;0
2783;10/05/2025 0:45;Este;9;9;19;Accidente;1;0;0
2784;28/06/2024 12:12;Centro;17;4;16;Accidente;1;0;0
2785;25/07/2024 11:38;Oeste;151;4;9;Neutral;0;1;0
2786;30/04/2025 7:39;Oeste;144;9;13;Accidente;1;0;0
2787;24/11/2024 22:38;Oeste;52;8;5;Neutral;0;1;0
2788;12/07/2024 12:15;Este;157;4;19;Accidente;1;0;0
2789;18/01/2025 6:32;Oeste;61;8;10;Neutral;0;1;0
2790;2/08/2024 4:58;Centro;119;8;7;Accidente;1;0;0
2791;23/01/2025 8:29;Norte;39;7;9;Neutral;0;1;0
2792;14/07/2024 7:30;Norte;80;6;14;Fuego;0;0;1
2793;30/11/2024 20:00;Sur;98;8;15;Accidente;1;0;0
2794;6/08/2024 1:38;Centro;9;7;13;Accidente;1;0;0
2795;8/02/2025 6:43;Oeste;26;5;10;Fuego;0;0;1
2796;20/06/2024 1:59;Norte;107;4;14;Fuego;0;0;1
2797;2/06/2025 9:20;Centro;179;2;12;Accidente;1;0;0
2798;18/12/2024 3:27;Norte;135;8;19;Neutral;0;1;0
2799;27/08/2024 3:41;Oeste;128;9;6;Accidente;1;0;0
2800;3/05/2025 16:20;Norte;57;4;12;Neutral;0;1;0
2801;3/10/2024 1:02;Sur;163;4;13;Fuego;0;0;1
2802;5/05/2025 18:58;Sur;73;5;8;Neutral;0;1;0
2803;2/10/2024 15:40;Norte;108;2;16;Accidente;1;0;0
2804;15/02/2025 14:13;Centro;165;7;2;Fuego;0;0;1
2805;16/04/2025 1:03;Centro;20;5;7;Fuego;0;0;1
2806;1/10/2024 17:36;Centro;120;6;12;Accidente;1;0;0
2807;3/10/2024 23:19;Norte;80;4;7;Accidente;1;0;0
2808;19/09/2024 3:17;Centro;113;8;19;Fuego;0;0;1
2809;25/06/2024 20:08;Oeste;43;8;14;Neutral;0;1;0
2810;4/09/2024 6:09;Sur;93;5;9;Neutral;0;1;0
2811;3/07/2024 20:34;Oeste;178;6;18;Neutral;0;1;0
2812;2/06/2025 9:50;Centro;116;3;11;Accidente;1;0;0
2813;4/10/2024 13:29;Oeste;51;1;16;Fuego;0;0;1
2814;18/11/2024 8:51;Centro;176;9;19;Neutral;0;1;0
2815;12/05/2025 1:07;Norte;141;9;11;Fuego;0;0;1
2816;17/09/2024 23:15;Oeste;132;3;18;Neutral;0;1;0
2817;2/09/2024 2:38;Norte;81;4;11;Fuego;0;0;1
2818;6/04/2025 9:21;Norte;19;7;4;Accidente;1;0;0
2819;11/04/2025 20:55;Este;40;2;18;Accidente;1;0;0
2820;25/11/2024 7:42;Centro;67;3;19;Accidente;1;0;0
2821;27/08/2024 16:23;Sur;73;6;13;Neutral;0;1;0
2822;10/01/2025 6:44;Centro;173;8;4;Accidente;1;0;0
2823;14/07/2024 2:28;Sur;78;1;10;Accidente;1;0;0
2824;30/09/2024 23:14;Centro;28;4;5;Accidente;1;0;0
2825;24/08/2024 22:13;Norte;53;1;3;Fuego;0;0;1
2826;6/08/2024 23:23;Oeste;150;2;16;Fuego;0;0;1
2827;26/03/2025 0:06;Oeste;11;8;8;Fuego;0;0;1
2828;13/10/2024 17:23;Este;8;6;7;Fuego;0;0;1
2829;30/10/2024 6:19;Sur;94;9;19;Fuego;0;0;1
2830;7/11/2024 10:21;Sur;64;2;14;Fuego;0;0;1
2831;10/01/2025 23:27;Sur;59;3;15;Fuego;0;0;1
2832;8/03/2025 5:38;Norte;20;9;17;Accidente;1;0;0
2833;27/02/2025 10:57;Sur;33;9;1;Accidente;1;0;0
2834;29/09/2024 0:53;Oeste;155;6;6;Neutral;0;1;0
2835;20/11/2024 20:46;Norte;18;3;15;Accidente;1;0;0
2836;11/07/2024 4:30;Centro;83;5;12;Fuego;0;0;1
2837;13/09/2024 13:46;Sur;37;2;2;Fuego;0;0;1
2838;15/10/2024 17:44;Sur;157;7;5;Neutral;0;1;0
2839;26/12/2024 21:04;Centro;25;8;9;Accidente;1;0;0
2840;27/08/2024 3:14;Sur;149;6;14;Accidente;1;0;0
2841;21/06/2024 8:18;Centro;27;8;18;Neutral;0;1;0
2842;18/09/2024 22:04;Norte;61;2;8;Fuego;0;0;1
2843;9/09/2024 18:28;Oeste;146;3;2;Fuego;0;0;1
2844;17/12/2024 9:50;Centro;97;7;9;Fuego;0;0;1
2845;3/05/2025 13:21;Este;24;1;7;Fuego;0;0;1
2846;12/09/2024 16:52;Centro;162;7;18;Neutral;0;1;0
2847;31/12/2024 15:48;Sur;23;6;16;Accidente;1;0;0
2848;24/05/2025 4:22;Norte;107;8;5;Fuego;0;0;1
2849;23/08/2024 8:13;Norte;81;7;15;Accidente;1;0;0
2850;27/02/2025 0:42;Centro;155;4;5;Accidente;1;0;0
2851;25/10/2024 7:42;Oeste;37;3;11;Fuego;0;0;1
2852;3/07/2024 5:39;Este;22;3;14;Fuego;0;0;1
2853;6/09/2024 9:42;Norte;77;4;19;Fuego;0;0;1
2854;25/02/2025 16:45;Sur;165;9;3;Accidente;1;0;0
2855;23/01/2025 0:49;Sur;164;9;10;Neutral;0;1;0
2856;16/09/2024 4:35;Oeste;21;2;6;Fuego;0;0;1
2857;30/10/2024 23:36;Norte;23;5;3;Accidente;1;0;0
2858;29/03/2025 9:32;Centro;74;1;2;Accidente;1;0;0
2859;20/12/2024 23:58;Sur;124;4;13;Fuego;0;0;1
2860;29/04/2025 16:55;Oeste;105;2;18;Neutral;0;1;0
2861;15/10/2024 19:50;Norte;38;8;2;Fuego;0;0;1
2862;28/07/2024 16:29;Norte;88;4;15;Fuego;0;0;1
2863;6/05/2025 22:42;Norte;157;5;5;Neutral;0;1;0
2864;20/01/2025 5:14;Norte;78;4;15;Fuego;0;0;1
2865;16/03/2025 17:49;Norte;92;5;17;Fuego;0;0;1
2866;5/08/2024 5:01;Sur;89;5;2;Neutral;0;1;0
2867;7/05/2025 13:38;Oeste;15;5;18;Accidente;1;0;0
2868;18/02/2025 17:31;Norte;95;3;15;Accidente;1;0;0
2869;30/05/2025 7:50;Este;148;7;3;Accidente;1;0;0
2870;21/08/2024 5:20;Este;131;3;5;Accidente;1;0;0
2871;12/07/2024 19:44;Oeste;117;2;11;Accidente;1;0;0
2872;2/03/2025 9:10;Centro;84;3;9;Fuego;0;0;1
2873;7/06/2025 11:49;Centro;11;3;5;Neutral;0;1;0
2874;19/12/2024 0:03;Centro;20;8;1;Accidente;1;0;0
2875;15/02/2025 2:36;Este;20;4;14;Neutral;0;1;0
2876;9/04/2025 21:27;Centro;172;3;5;Accidente;1;0;0
2877;8/02/2025 23:38;Sur;16;5;8;Fuego;0;0;1
2878;24/05/2025 7:26;Norte;39;4;14;Accidente;1;0;0
2879;1/02/2025 1:57;Este;25;9;16;Accidente;1;0;0
2880;28/07/2024 22:20;Oeste;175;8;6;Neutral;0;1;0
2881;21/12/2024 2:39;Oeste;21;7;8;Neutral;0;1;0
2882;9/08/2024 22:12;Norte;36;8;2;Fuego;0;0;1
2883;19/09/2024 14:06;Este;45;5;19;Neutral;0;1;0
2884;14/01/2025 0:02;Centro;138;4;9;Neutral;0;1;0
2885;18/12/2024 4:53;Centro;31;7;5;Neutral;0;1;0
2886;13/06/2025 18:59;Sur;152;1;5;Fuego;0;0;1
2887;3/05/2025 16:16;Sur;157;6;19;Fuego;0;0;1
2888;24/08/2024 19:58;Centro;70;8;4;Fuego;0;0;1
2889;2/07/2024 7:24;Oeste;141;7;16;Neutral;0;1;0
2890;14/12/2024 17:42;Oeste;96;2;16;Neutral;0;1;0
2891;23/09/2024 20:17;Sur;65;7;16;Fuego;0;0;1
2892;26/07/2024 7:58;Norte;170;6;7;Neutral;0;1;0
2893;6/03/2025 0:35;Centro;7;5;18;Neutral;0;1;0
2894;3/10/2024 5:53;Sur;107;4;1;Accidente;1;0;0
2895;12/07/2024 11:15;Sur;59;1;3;Fuego;0;0;1
2896;14/07/2024 18:33;Centro;5;2;8;Fuego;0;0;1
2897;29/05/2025 0:13;Centro;105;7;1;Neutral;0;1;0
2898;15/05/2025 1:51;Oeste;49;3;7;Neutral;0;1;0
2899;17/12/2024 21:40;Norte;179;5;7;Accidente;1;0;0
2900;2/03/2025 12:13;Norte;30;8;8;Fuego;0;0;1
2901;6/02/2025 5:49;Centro;125;8;19;Fuego;0;0;1
2902;22/03/2025 12:41;Este;146;6;17;Neutral;0;1;0
2903;25/02/2025 1:36;Sur;50;5;11;Fuego;0;0;1
2904;28/01/2025 21:12;Sur;126;2;15;Neutral;0;1;0
2905;19/03/2025 5:05;Centro;35;9;9;Accidente;1;0;0
2906;3/05/2025 13:59;Este;63;1;17;Neutral;0;1;0
2907;10/09/2024 6:02;Oeste;33;2;11;Accidente;1;0;0
2908;20/01/2025 8:13;Centro;110;1;6;Neutral;0;1;0
2909;26/10/2024 12:21;Centro;21;4;9;Accidente;1;0;0
2910;22/07/2024 1:42;Sur;146;4;18;Accidente;1;0;0
2911;18/11/2024 23:57;Centro;168;5;2;Fuego;0;0;1
2912;18/01/2025 16:13;Centro;28;5;4;Neutral;0;1;0
2913;16/10/2024 20:56;Centro;113;8;18;Fuego;0;0;1
2914;20/08/2024 5:35;Sur;95;3;1;Fuego;0;0;1
2915;20/06/2024 15:53;Oeste;29;6;11;Neutral;0;1;0
2916;22/07/2024 6:30;Oeste;36;3;3;Fuego;0;0;1
2917;28/11/2024 20:30;Centro;120;2;8;Fuego;0;0;1
2918;16/01/2025 22:00;Sur;86;8;5;Fuego;0;0;1
2919;23/04/2025 7:12;Oeste;114;1;5;Neutral;0;1;0
2920;3/01/2025 18:15;Oeste;150;9;11;Fuego;0;0;1
2921;17/04/2025 0:23;Oeste;41;7;12;Fuego;0;0;1
2922;3/02/2025 6:49;Sur;30;4;9;Fuego;0;0;1
2923;22/10/2024 22:28;Sur;141;3;13;Neutral;0;1;0
2924;22/03/2025 4:09;Centro;68;6;3;Accidente;1;0;0
2925;11/12/2024 20:54;Norte;76;9;13;Accidente;1;0;0
2926;20/11/2024 5:18;Oeste;152;9;11;Accidente;1;0;0
2927;31/08/2024 13:43;Norte;110;4;11;Accidente;1;0;0
2928;1/12/2024 18:04;Sur;90;5;7;Fuego;0;0;1
2929;5/05/2025 18:04;Sur;162;9;17;Neutral;0;1;0
2930;22/08/2024 11:15;Sur;57;2;16;Fuego;0;0;1
2931;15/06/2025 16:54;Norte;96;2;14;Neutral;0;1;0
2932;25/01/2025 8:25;Sur;103;5;1;Fuego;0;0;1
2933;20/08/2024 21:34;Centro;15;1;11;Accidente;1;0;0
2934;14/11/2024 14:44;Sur;35;8;13;Accidente;1;0;0
2935;6/07/2024 10:33;Este;104;5;1;Neutral;0;1;0
